,CarID,Name,Amount,Region,use_type,Mileage
0,/3fvNXnLVGw2Y67Z0JKLnIvSJ,Toyota Camry 2001 Gray,"₦ 1,687,500","Ogun State, Ado-Odo/Ota",Nigerian Used,276132 km
1,/3fvNXnLVGw2Y67Z0JKLnIvSJ,Toyota Camry 2001 Gray,"₦ 1,687,500","Ogun State, Ado-Odo/Ota",Nigerian Used,276132 km
2,/3fvNXnLVGw2Y67Z0JKLnIvSJ,Toyota Camry 2001 Gray,"₦ 1,687,500","Ogun State, Ado-Odo/Ota",Nigerian Used,276132 km
3,/3fvNXnLVGw2Y67Z0JKLnIvSJ,Toyota Camry 2001 Gray,"₦ 1,687,500","Ogun State, Ado-Odo/Ota",Nigerian Used,276132 km
4,/3fvNXnLVGw2Y67Z0JKLnIvSJ,Toyota Camry 2001 Gray,"₦ 1,687,500","Ogun State, Ado-Odo/Ota",Nigerian Used,276132 km
5,/3fvNXnLVGw2Y67Z0JKLnIvSJ,Toyota Camry 2001 Gray,"₦ 1,687,500","Ogun State, Ado-Odo/Ota",Nigerian Used,276132 km
6,/3fvNXnLVGw2Y67Z0JKLnIvSJ,Toyota Camry 2001 Gray,"₦ 1,687,500","Ogun State, Ado-Odo/Ota",Nigerian Used,276132 km
7,/3fvNXnLVGw2Y67Z0JKLnIvSJ,Toyota Camry 2001 Gray,"₦ 1,687,500","Ogun State, Ado-Odo/Ota",Nigerian Used,276132 km
8,/3fvNXnLVGw2Y67Z0JKLnIvSJ,Toyota Camry 2001 Gray,"₦ 1,687,500","Ogun State, Ado-Odo/Ota",Nigerian Used,276132 km
9,/3fvNXnLVGw2Y67Z0JKLnIvSJ,Toyota Camry 2001 Gray,"₦ 1,687,500","Ogun State, Ado-Odo/Ota",Nigerian Used,276132 km
10,/3fvNXnLVGw2Y67Z0JKLnIvSJ,Toyota Camry 2001 Gray,"₦ 1,687,500","Ogun State, Ado-Odo/Ota",Nigerian Used,276132 km
11,/3fvNXnLVGw2Y67Z0JKLnIvSJ,Toyota Camry 2001 Gray,"₦ 1,687,500","Ogun State, Ado-Odo/Ota",Nigerian Used,276132 km
12,/3fvNXnLVGw2Y67Z0JKLnIvSJ,Toyota Camry 2001 Gray,"₦ 1,687,500","Ogun State, Ado-Odo/Ota",Nigerian Used,276132 km
13,/3fvNXnLVGw2Y67Z0JKLnIvSJ,Toyota Camry 2001 Gray,"₦ 1,687,500","Ogun State, Ado-Odo/Ota",Nigerian Used,276132 km
14,/3fvNXnLVGw2Y67Z0JKLnIvSJ,Toyota Camry 2001 Gray,"₦ 1,687,500","Ogun State, Ado-Odo/Ota",Nigerian Used,276132 km
15,/3fvNXnLVGw2Y67Z0JKLnIvSJ,Toyota Camry 2001 Gray,"₦ 1,687,500","Ogun State, Ado-Odo/Ota",Nigerian Used,276132 km
16,/a3fe4ta0XUcGhbBCFXLUVEEH,Lexus ES 2010 Gray,"₦ 4,893,750","Lagos State, Kosofe",Nigerian Used,176369 km
17,/3lEQBOP4vRY8IB3JBalQiKHN,Toyota Camry 2016 Gold,"₦ 7,200,000","Lagos State, Ikeja",Nigerian Used,59136 km
18,/xxYkOk7CwNIo5TxNyzZeDWM1,Ford Focus 2008 Gray,"₦ 3,600,000","Abuja (FCT), Gwarinpa",Nigerian Used,106675 km
19,/tsQLiM5hNoP5tdL3Kp6uBF1q,Toyota Sienna 2004 Gray,"₦ 2,767,500","Lagos State, Ikotun/Igando",Nigerian Used,314061 km
20,/k6jyJ9CWzYUR6EbOfTW02Xw5,Toyota Camry 2005 Brown,"₦ 2,587,500","Lagos State, Lekki",Nigerian Used,250751 km
21,/xB5tdabMozmY13OKoVQFY1wI,Toyota Camry 2003 Green,"₦ 2,025,000","Lagos State, Yaba",Nigerian Used,387076 km
22,/3bfCQ8QaVExLMBKXuELzBz84,Toyota Camry 2009 Black,"₦ 2,756,250","Lagos State, Ikorodu",Nigerian Used,242352 km
23,/d7wlB0IiNJkzsLbo0hRxNGCm,Toyota Camry 2005 Red,"₦ 1,828,125","Lagos State, Yaba",Nigerian Used,103388 km
24,/wSAa5r7PYL0PGJ1CZeuSDMyQ,Toyota Camry 2013 Black,"₦ 6,750,000","Abuja (FCT), Garki 2",Nigerian Used,119635 km
25,/yyReJIUl0CIayyrnwCGTlLMp,Toyota Venza 2010 Blue,"₦ 2,587,500","Lagos State, Yaba",Nigerian Used,86914 km
26,/8iEhUixQJVqhVF7dsFxbcmuc,Nissan Micra 2003 Gold,"₦ 731,250","Oyo State, Ibadan",Nigerian Used,83877 km
27,/mhtLkWoF5d5Mw98xHUEGodgt,Mercedes-Benz C180 2004 Blue,"₦ 2,812,500","Akwa Ibom State, Uyo",Nigerian Used,220801 km
28,/hed2bxf1Gql5YAyLCLk2QrWY,Toyota Corolla 2006 Silver,"₦ 2,812,500","Oyo State, Ibadan",Nigerian Used,173109 km
29,/uHRYHS3BOEJ4x6YtZ4IV0MJ4,Nissan Pathfinder 1996 Green,"₦ 1,350,000","Oyo State, Ibadan",Nigerian Used,242560 km
30,/5oOe7EvZEqLeCCvTggyCobMY,Toyota Camry 2005 Blue,"₦ 2,812,500","Abuja (FCT), Garki 2",Nigerian Used,131648 km
31,/jHCELcuAAKOxI88PYYj1mifJ,Toyota Sienna 2011 Gold,"₦ 8,797,500","Lagos State, Mushin",Foreign Used,139660 km
32,/3SMZyeOVOcm5xQr3U8c7swZ,Toyota Solara 2008 White,"₦ 2,812,500","Abuja (FCT), Jabi",Nigerian Used,212525 km
33,/5Ii0IAM8VsqJPqMjC6lBrmLh,Mercedes-Benz GL-Class 2013 Gray,"₦ 14,062,500","Abuja (FCT), Wuse",Nigerian Used,170422 km
34,/C5RTr33qzWfWp0UIAA6k1LA,Nissan Altima 2005 Green,"₦ 1,125,000","Lagos State, Ipaja",Nigerian Used,355914 km
35,/Qx281ngOGLUA7Evi1KhI6PD,Toyota Camry 2010 Black,"₦ 4,162,500","Oyo State, Ibadan",Nigerian Used,124996 km
36,/2CMe6E79950OjtGRQSEl4Hfe,Honda Element 2003 Green,"₦ 2,250,000","Lagos State, Ajah",Nigerian Used,170520 km
37,/giqoJcZ5azRehSIVk3284YT7,Toyota Highlander 2001 Black,"₦ 2,362,500","Abuja (FCT), Kubwa",Nigerian Used,183943 km
38,/wI9HejuXfbydyD0cssVV6DpQ,Nissan Pathfinder 2005 Brown,"₦ 1,575,000","Lagos State, Ikorodu",Nigerian Used,178523 km
39,/pzAYa7evS2GctwQUWihbeD93,Honda Accord 2010 Black,"₦ 2,164,500","Lagos State, Amuwo-Odofin",Nigerian Used,139755 km
40,/d6sPn6vJEIjveNO4mxF4xk6q,Volkswagen Polo 2016 Gray,"₦ 5,400,000","Lagos State, Surulere",Nigerian Used,91429 km
41,/6mRkoGxY9vw6s3JKk5ZSKTir,Mercedes-Benz GLK-Class 2010 Burgandy,"₦ 7,875,000","Abuja (FCT), Kubwa",Nigerian Used,120368 km
42,/3RYyxAXhJJHPduY2DSf5PpZ8,Acura TL 3.2 Type S 2003 Silver,"₦ 4,500,000","Rivers State, Port-Harcourt",Nigerian Used,156715 km
43,/BKDBfhMdcQJpluPQTNdD1eDi,Suzuki Sx4 1.5 Hatchback FWD 2010 Silver,"₦ 1,125,000","Lagos State, Ikeja",Nigerian Used,242132 km
44,/4X7EzBZpBy4P9Ekoqi32D8wu,Hyundai Elantra 2017 Silver,"₦ 6,143,906","Imo State, Owerri",Nigerian Used,97312 km
45,/su4Kz9GfGMI5cMMlygtwdpOx,Mercedes-Benz GL-Class 2012 Blue,"₦ 15,187,500","Lagos State, Ojodu",Foreign Used,243161 km
46,/oP0tmSCTa25EVtlxTU45RZyN,Honda Civic 2005 Gray,"₦ 1,141,873","Lagos State, Ilupeju",Nigerian Used,234690 km
47,/1nHM9T29sOOxKms53iEjyHx5,Nissan Pathfinder 2005 Blue,"₦ 3,262,500","Lagos State, Lekki",Nigerian Used,191047 km
48,/BU4z6gj13fzXl9Dj7n19T2bu,Kia Rio 2006 Gray,"₦ 1,350,000","Lagos State, Yaba",Nigerian Used,125925 km
49,/n3i1ZolawmgObpJItHz2UFgB,Toyota Camry 2007 Black,"₦ 4,612,500","Kwara State, Ilorin East",Nigerian Used,197607 km
50,/kFG5YIpAiFTQqCkPe19U0oo4,Toyota Camry 2003 Red,"₦ 2,025,000","Lagos State, Ojodu",Nigerian Used,531870 km
51,/nn7gpK8OWVRQ1hpk4ZzRh0eo,Toyota Sienna 2006 Green,"₦ 5,287,500","Abuja (FCT), Wuse",Nigerian Used,210390 km
52,/C3DaGj9VCTIUoZapQMCbaL5f,Toyota Matrix 2008 Gray,"₦ 3,487,500","Rivers State, Port-Harcourt",Nigerian Used,75761 km
53,/mX1zJNeJc6gHHjsKg9cktABA,Lexus ES 350 2011 Blue,"₦ 4,500,000","Rivers State, Port-Harcourt",Nigerian Used,81964 km
54,/8TmPtEpMtx8tn1mKZuHZypyi,Toyota Camry 2008 Silver,"₦ 4,972,500","Lagos State, Ikorodu",Foreign Used,182440 km
55,/hUA4Md1wof6UtEQg0rOdPEsU,Toyota Camry 2007 Green,"₦ 3,037,500","Rivers State, Port-Harcourt",Nigerian Used,215579 km
56,/knwN6FJb3dtjE67SuLn1he8P,Acura MDX Sport Utility 2004 Blue,"₦ 1,350,000","Lagos State, Ikorodu",Nigerian Used,203465 km
57,/fqTGElL1tAmYIkqjV6tjwuzm,Nissan Rogue S AWD 2016 Blue,"₦ 9,562,500","Lagos State, Magodo",Nigerian Used,169350 km
58,/oPgO8fufJTrqXF4wzScaBys1,Volkswagen Sharan 2005 Black,"₦ 4,500,000","Abuja (FCT), Mararaba",Nigerian Used,350049 km
59,/lhum6eOp8oJxSHDw3sCf7DXM,Mitsubishi Outlander 2011 Black,"₦ 2,812,500","Rivers State, Port-Harcourt",Nigerian Used,169234 km
60,/zPVFlhY4RkAfHKKsElha0poa,Mercedes-Benz GL-Class GL 450 2007 Silver,"₦ 3,825,000","Lagos State, Ikeja",Nigerian Used,246554 km
61,/6npkwqY8rijr9ibiUbE0wy89,Toyota Corolla 2009 Blue,"₦ 3,262,500","Lagos State, Yaba",Nigerian Used,262338 km
62,/CogCuC5fTyhHBT3UhuBvEpdz,Toyota Corolla Luxel 1.8VVT-i 2002 Red,"₦ 2,362,500","Akwa Ibom State, Uyo",Nigerian Used,213896 km
63,/l7XwcZUcXk48F8v0c445AtnJ,Mercedes-Benz C230 2003 Silver,"₦ 2,137,500","Lagos State, Ikotun/Igando",Nigerian Used,217727 km
64,/BGzZbypwEE1uR007vogJndtl,Hyundai I10 2013 Black,"₦ 1,462,500","Lagos State, Ojodu",Nigerian Used,116375 km
65,/4VhObBvwFUaZoCBQIWwj18Nu,Toyota Camry 2010 Black,"₦ 4,500,000","Lagos State, Isolo",Nigerian Used,720723 km
66,/fxIiU8Au89d6pW7YLxqNHRw,Toyota Sienna XLE FWD 2009 Silver,"₦ 3,318,750","Lagos State, Kosofe",Nigerian Used,244437 km
67,/nlat0sxeGk8Qh6v7zzYcTSMC,Acura MDX 2008 Black,"₦ 5,062,500","Lagos State, Surulere",Nigerian Used,150046 km
68,/fQxJ9sGmEdi6szvrc1ZYnLeP,Infiniti FX35 2012 Blue,"₦ 14,062,500","Lagos State, Lekki",Nigerian Used,228289 km
69,/iGw381tWJaFtzk3KqGmkkSkr,Honda Accord 2007 Silver,"₦ 2,812,500","Abuja (FCT), Jabi",Nigerian Used,184725 km
70,/ugMtSmMZl3ZT7xG8AqTrUx8v,Honda Civic 2002 Blue,"₦ 956,250","Lagos State, Yaba",Nigerian Used,317849 km
71,/oCNEwpWQJQ54mI7n49KhWXc6,Toyota Camry 2007 Black,"₦ 3,105,000","Lagos State, Surulere",Nigerian Used,240462 km
72,/pJTHqgDtWXM8mCcpqSgSAYMN,Mercedes-Benz S-Class 2008 Black,"₦ 4,500,000","Lagos State, Lekki",Nigerian Used,658 km
73,/iAtUBPNBE2QCCuScjRM9brX1,Lexus GX 470 Sport Utility 2006 Gray,"₦ 4,612,500","Anambra State, Onitsha",Nigerian Used,172732 km
74,/6ji8lrbkx1fG2tVnlfagoyc9,Toyota Camry 2009 Black,"₦ 3,937,500","Oyo State, Ibadan",Nigerian Used,214157 km
75,/aTzRP6SzPNRnvYiaGVdiUX26,Lexus LX 2013 Black,"₦ 22,471,875","Rivers State, Port-Harcourt",Nigerian Used,105196 km
76,/7Rm94GV5xmrWmHS7Zbwx9HlW,Toyota Camry 2008 Gray,"₦ 3,251,250","Lagos State, Lekki",Nigerian Used,317336 km
77,/ikRilqEKLgQdZfub2UrBCtCY,Acura MDX 2011 Black,"₦ 9,000,000","Lagos State, Magodo",Foreign Used,103145 km
78,/37S87zhwtVZzKLIGIDO1Ad7g,Toyota Highlander 2008 Gray,"₦ 8,437,500","Lagos State, Lekki",Nigerian Used,312846 km
79,/sHDCiaSVDez8AbxzL5SB0i6U,Ford Edge 2007 Black,"₦ 3,937,500","Lagos State, Ogba",Nigerian Used,349685 km
80,/39KbJKfxsLCuat6X1Ty0zqio,Toyota Camry 2004 Blue,"₦ 2,047,500","Abuja (FCT), Kubwa",Nigerian Used,222626 km
81,/3R3SFbKj1Wggar3qIvEnhdXL,Honda CR-V LX 4WD 2004 Gold,"₦ 1,575,000","Anambra State, Onitsha",Nigerian Used,586775 km
82,/nrKbmvCPSAdTf8gKE9x8O1ht,Toyota Camry 2013 Black,"₦ 9,225,000","Lagos State, Ogudu",Foreign Used,81760 km
83,/ttRNjXXExmfeNGtTpx1juRTD,Toyota Camry 2011 Black,"₦ 3,090,937","Lagos State, Surulere",Nigerian Used,259642 km
84,/g8QfSLYs6NhZtqMYK9q1ia8f,Lexus IS 2007 Black,"₦ 3,825,000","Ogun State, Ado-Odo/Ota",Nigerian Used,93488 km
85,/g9dIB2eFTJ9BbWdy6M5MLJq9,Toyota Camry 2004 Gray,"₦ 1,833,750","Lagos State, Ikorodu",Nigerian Used,235231 km
86,/1sWenTUnWx8u9Vs6nz28AAmV,Volkswagen Passat 2012 Blue,"₦ 3,150,000","Lagos State, Ojodu",Nigerian Used,178038 km
87,/hY9NbUc4QCTtQiMdgxsxtUiL,Toyota Corolla Sedan 2003 Silver,"₦ 2,812,500","Kaduna State, Kaduna / Kaduna State",Nigerian Used,160932 km
88,/neCTnm7b3ywTwiOHLe164EOO,Toyota Camry 2005 Silver,"₦ 5,062,500","Lagos State, Ojodu",Foreign Used,317601 km
89,/fbnTrq2qG1eYJfXzru88U2mK,Ford Explorer 2013 Black,"₦ 7,312,500","Akwa Ibom State, Uyo",Nigerian Used,104255 km
90,/3wppDpkXAQIW64ClA4Es0eVY,Toyota Corolla 2016 Red,"₦ 9,562,500","Lagos State, Ogudu",Foreign Used,122202 km
91,/nHgwtMj3C3FPHSZCLpnbxRK,Toyota Corolla 2009 Black,"₦ 3,600,000","Rivers State, Port-Harcourt",Nigerian Used,123397 km
92,/6viLXXYvz88lwH3pDqP6S3aY,Lexus ES 2008 Black,"₦ 5,287,500","Lagos State, Alimosho",Nigerian Used,204680 km
93,/r2JHoAdPFSlK7vjuWjj9i0aJ,Peugeot 301 2013 Blue,"₦ 3,037,500","Lagos State, Yaba",Nigerian Used,76916 km
94,/d0s86oSLwduVU5Nlk5iHaAvp,Ford Edge 2008 Black,"₦ 2,385,000","Rivers State, Port-Harcourt",Nigerian Used,94528 km
95,/xd8nPilZ6UgFg8XrYjso2mhr,Honda Accord 2004 Gold,"₦ 1,518,750","Kwara State, Ilorin East",Nigerian Used,415311 km
96,/kqLthpuq1jqJhNuah9FWwwLK,Toyota Venza 2010 Black,"₦ 5,175,000","Abuja (FCT), Jabi",Nigerian Used,106616 km
97,/gbVQbAe7ybmKhXDz1yx8iAvw,Toyota Matrix 2005 Gray,"₦ 2,295,000","Rivers State, Port-Harcourt",Nigerian Used,220473 km
98,/wbMmt0VPkvxcvJnVtaf1kGDR,Ford F-150 2009 Gray,"₦ 10,350,000","Lagos State, Ikeja",Nigerian Used,470311 km
99,/ads9Nq0mqO5aLgFuA5evsBhb,Toyota Corolla 2007 Red,"₦ 3,600,000","Edo State, Benin City",Nigerian Used,199884 km
100,/iwZyXymOH3WXoLozo7Ccnxvk,Toyota Camry 1998 Gray,"₦ 1,687,500","Abuja (FCT), Garki 2",Nigerian Used,278796 km
101,/kOyr1wNhrhAgydDvf3NUZcoj,Lexus IS 2008 Black,"₦ 3,937,500","Abuja (FCT), Gwarinpa",Nigerian Used,248836 km
102,/wqtH3OibkmyUUxvGxWGWkWDG,Honda Accord 2005 Gray,"₦ 1,462,500","Oyo State, Ibadan",Nigerian Used,236584 km
103,/xasfkna7Jgq0rKG4M3nenbXo,Lexus GX 2014 Silver,"₦ 22,500,000","Lagos State, Lekki",Nigerian Used,40282 km
104,/AZkf6ISxjwNNFyv0FXsyGmyK,Toyota Corolla 2006 Black,"₦ 2,160,000","Lagos State, Ikorodu",Nigerian Used,230682 km
105,/tZddYGvQjdYTuZJk64bt39vM,Honda Accord 2.0 Comfort Automatic 2008 Green,"₦ 2,137,500","Imo State, Owerri",Nigerian Used,144188 km
106,/bzCDKICnbI6tOpweBGiAGlUL,Honda CR-V 2007 Blue,"₦ 2,925,000","Lagos State, Ogudu",Nigerian Used,128368 km
107,/18teAJW5HYu9hRtzOVHYxsFS,Toyota Highlander V6 2006 Black,"₦ 3,172,500","Lagos State, Ifako-Ijaiye",Nigerian Used,138755 km
108,/CwJKVnUljh9bt80qWNLUhX2E,Toyota Camry 2007 Gold,"₦ 3,375,000","Edo State, Benin City",Nigerian Used,142459 km
109,/fV2mDCK70JyPFRBKXotWmLrW,Honda Accord 2008 Gray,"₦ 3,150,000","Abuja (FCT), Mararaba",Nigerian Used,203501 km
110,/8bDaCaz2Zwl2ZfJJ0tUNgQ6j,Toyota Corolla 2014 White,"₦ 10,687,500","Lagos State, Yaba",Foreign Used,109278 km
111,/s2aqHgnZELrE0CZ3HyO7bimX,Honda Accord 2008 Blue,"₦ 3,150,000","Oyo State, Ibadan",Nigerian Used,233132 km
112,/5vA5Veu0GP8xGCStSVfpiXeL,Toyota Sienna 2002 White,"₦ 1,800,000","Lagos State, Yaba",Nigerian Used,357609 km
113,/fMiSn7R7RyOUWj9vXcyXJx1I,Volkswagen Jetta 2008 Black,"₦ 2,250,000","Lagos State, Ikotun/Igando",Nigerian Used,200242 km
114,/tOi0rIUXkYOKokAIVLAhz7F1,Toyota Camry 2007 Black,"₦ 5,062,500","Oyo State, Ibadan",Foreign Used,220276 km
115,/w3Utq5SR9xtyHVADD9gABC3l,Hyundai Veloster 2013 Red,"₦ 4,162,500","Lagos State, Ogba",Nigerian Used,102477 km
116,/k8Z2af6p5tJRk2StfRs7KLb1,Kia Sorento 2004 Black,"₦ 1,800,000","Lagos State, Ikoyi",Nigerian Used,130380 km
117,/bhCQfDGnI0g6upkvfPskNw6h,Toyota Sienna 2004 Gold,"₦ 1,800,000","Kaduna State, Kaduna / Kaduna State",Nigerian Used,16091 km
118,/5AvdqvpijnyEU6milp9YFRDq,Nissan Almera 2013 Silver,"₦ 1,800,000","Oyo State, Ibadan",Nigerian Used,107156 km
119,/fQVgfWnGc9V1rgNP1iAT8msY,Toyota Corolla 2005 Red,"₦ 3,937,500","Lagos State, Ojodu",Nigerian Used,252794 km
120,/fUPXLdZwruyvnPFKwAkLoobV,Lexus RX 2003 Gray,"₦ 1,687,500","Lagos State, Surulere",Nigerian Used,210952 km
121,/yL9zg89L6bZj0fuGPuI52mkg,Toyota Corolla 2012 Gray,"₦ 3,712,500","Abuja (FCT), Kubwa",Nigerian Used,198113 km
122,/iUf9IGJL6waD35OC6xWz99rK,Toyota Corolla 2006 Gray,"₦ 4,162,500","Lagos State, Ikorodu",Foreign Used,81052 km
123,/p4tGS8kiOYsqQwSFdsNODQ3Q,Infiniti FX35 2006 Gold,"₦ 3,375,000","Rivers State, Port-Harcourt",Nigerian Used,72605 km
124,/rIJizzTbRxWcH0lNUwFTBTgn,Toyota Sienna Limited 7 Passenger 2011 Gray,"₦ 6,187,500","Abuja (FCT), Wuse",Nigerian Used,153355 km
125,/oXtwGE3vchDN4PSNCVmRUqkd,BMW 3 Series 2006 Silver,"₦ 2,250,000","Akwa Ibom State, Uyo",Nigerian Used,387382 km
126,/f6l0TQPr4a3QRiJ0yxr96JMb,Toyota Corolla 2003 Gray,"₦ 2,362,500","Oyo State, Ibadan",Nigerian Used,277465 km
127,/pJAbIZEOT7NQOEQpCP9tTzvN,Mitsubishi Lancer 2008 Blue,"₦ 2,587,500","Ogun State, Ado-Odo/Ota",Nigerian Used,189524 km
128,/2Xz2k560QZHbxxXB37Ab6gbj,Toyota Camry 2003 Silver,"₦ 2,137,500","Lagos State, Alimosho",Nigerian Used,114636 km
129,/fpUV7QFd7gRYg5bSJ3lsjSh,Toyota Highlander 2015 Black,"₦ 16,875,000","Abuja (FCT), Wuse",Nigerian Used,90266 km
130,/jWf7dfC5IuDnAKmOJyLn7J6P,Lexus RX 300 1999 Black,"₦ 1,912,500","Rivers State, Port-Harcourt",Nigerian Used,165574 km
131,/BEZrK1XARGBT8WL9X7vnUK1N,Volkswagen Tiguan 2012 Green,"₦ 3,375,000","Abuja (FCT), Kubwa",Nigerian Used,142280 km
132,/gp8SUdNbgcqIyFongotl9U2X,Toyota Corolla 2005 Green,"₦ 3,037,500","Rivers State, Port-Harcourt",Nigerian Used,299999 km
133,/buQPJwGCD3ZO5UjDenvqTZAA,Infiniti QX4 2000 White,"₦ 1,687,500","Ogun State, Ado-Odo/Ota",Nigerian Used,24037 km
134,/xFrkvArchWT2uDlZl9He2CXm,Lexus LX 1999 Black,"₦ 9,000,000","Rivers State, Port-Harcourt",Nigerian Used,114416 km
135,/uqRjkrhdQl1WrEdJ2RYag3mA,Dodge Caliber 2010 Black,"₦ 1,687,500","Lagos State, Ifako-Ijaiye",Nigerian Used,263012 km
136,/2ANMuciLanguwkZQyqkf74De,Ford F-150 2006 Red,"₦ 6,750,000","Abuja (FCT), Wuse",Nigerian Used,431018 km
137,/GiioJSvAqUbTBGSsGZQwx2J,Mercedes-Benz M Class 2007 Silver,"₦ 5,062,500","Oyo State, Ibadan",Nigerian Used,109327 km
138,/pIl8nIaz202NLbMyWrf6Snbr,Toyota Highlander Sport 2008 Gray,"₦ 5,062,500","Abuja (FCT), Wuse",Nigerian Used,502661 km
139,/aFWd2kz1jSCccQX7DREPMGIe,Honda Accord 2002 Black,"₦ 787,500","Ogun State, Ado-Odo/Ota",Nigerian Used,200000 km
140,/6xfSlk5h7Sv7YUqSrZSoagsB,Toyota Highlander 2010 Blue,"₦ 5,850,000","Lagos State, Ajah",Nigerian Used,224964 km
141,/6322ewJ9yil6fnXTOeK1IBhi,Mazda Premacy 2006 Silver,"₦ 1,912,500","Kwara State, Ilorin East",Nigerian Used,244638 km
142,/fq237PHo7q1h2F5ZrKcQWZAg,Toyota Highlander Hybrid 4x4 2006 Silver,"₦ 3,179,531","Imo State, Owerri",Nigerian Used,209473 km
143,/ySDyf9x3QqBSl9RvdsBw61NB,Mercedes-Benz C-Class 2005 Silver,"₦ 2,475,000","Lagos State, Yaba",Nigerian Used,237273 km
144,/dYemiPE52s8F4N0rVMQhfbB8,Honda Accord 2010 Gray,"₦ 1,912,500","Lagos State, Ikeja",Nigerian Used,186274 km
145,/349CwVGcRy2H3ZnC5mnBdjZp,Toyota Corolla 2004 Black,"₦ 2,812,500","Rivers State, Port-Harcourt",Nigerian Used,181854 km
146,/fpWJs4wVxd4IhwegCn74hSQl,Volvo S80 2007 White,"₦ 4,275,000","Lagos State, Ikorodu",Nigerian Used,172321 km
147,/pmtjnBYTFmFnMy1aUMRedcPC,Toyota Camry 2001 Gray,"₦ 2,025,000","Oyo State, Ibadan",Nigerian Used,245572 km
148,/aL7AWtVO3pPXOlunGRv3WOpU,Toyota Avensis 2006 Gray,"₦ 1,687,500","Lagos State, Ifako-Ijaiye",Nigerian Used,243427 km
149,/Pmgv713bsAF3iY0sEmHTYPY,Mitsubishi SpaceWagon 1999 Silver,"₦ 956,250","Lagos State, Alimosho",Nigerian Used,255546 km
150,/iGNL2hmM6auUaDSzOLd1Eram,Toyota Camry 2004 Green,"₦ 2,070,000","Rivers State, Port-Harcourt",Nigerian Used,314031 km
151,/frQmHaQCqcPK8vvnjqffz6tb,Honda CR-V 2000 Green,"₦ 1,136,250","Lagos State, Kosofe",Nigerian Used,453196 km
152,/hgw1KKVnPugKq93sok29ou3K,Nissan Rogue S 2010 Black,"₦ 2,137,500","Lagos State, Ikorodu",Nigerian Used,150199 km
153,/uv2xfTYfq4I6EnvspAQiQjFz,Ford Escape 2013 Black,"₦ 2,812,500","Abuja (FCT), Lugbe District",Nigerian Used,81706 km
154,/wQvHjaBFiXDxKlbpe4IZtQL0,Honda Shuttle 3.0 2WD 2000 Silver,"₦ 1,237,500","Lagos State, Victoria Island",Nigerian Used,560480 km
155,/k2tNj9SNRlIVgzGm5ryj2VUv,Mazda 626 1994 Gray,"₦ 2,250,000","Lagos State, Ojodu",Nigerian Used,350079 km
156,/lgd01GQae2WTBcgxhYY0WjBW,Toyota Sienna 2001 Gold,"₦ 2,250,000","Abuja (FCT), Kubwa",Nigerian Used,111471 km
157,/aQyh7VmIcykZUvAlQavdakC5,Lexus GX 2008 Black,"₦ 9,562,500","Abuja (FCT), Jabi",Nigerian Used,85658 km
158,/dwyjg40T9d4rcLP1GQ7ESmxD,Toyota Camry 2009 Black,"₦ 3,045,000","Lagos State, Ikeja",Nigerian Used,8936 km
159,/rwBgzwSsv6KgommZ83U4Z8WR,Toyota Camry 2007 Silver,"₦ 2,625,000","Lagos State, Yaba",Nigerian Used,176628 km
160,/uiv4JQN8DEyUnBbYfLXD04wb,Infiniti QX56 2006 Silver,"₦ 4,500,000","Imo State, Owerri",Foreign Used,298107 km
161,/94aTouqQlbU8gNFX94BxHhVH,Toyota 4-Runner 2005 Gray,"₦ 2,250,000","Lagos State, Lekki",Nigerian Used,251293 km
162,/aPkBMotyHwdXEY5nSogA5AUQ,Toyota Highlander 2007 Blue,"₦ 3,276,000","Lagos State, Ifako-Ijaiye",Nigerian Used,175677 km
163,/6cw8jxvr7KrY6uzrVRenID87,Honda CR-V 2.0 2000 Red,"₦ 787,500","Lagos State, Surulere",Nigerian Used,333936 km
164,/arE4HrSCquZF6gxw0HeAFQM5,Chevrolet Astro 1999 White,"₦ 3,375,000","Oyo State, Ibadan",Nigerian Used,163344 km
165,/nfQdqIVxJ80m2tLcPcOXngJi,Toyota Avalon 2017 White,"₦ 10,687,500","Abuja (FCT), Kubwa",Nigerian Used,86145 km
166,/u8WMoQ7oF2ANTMdPGwYv2znL,Honda Accord 2007 Black,"₦ 1,665,000","Lagos State, Ifako-Ijaiye",Nigerian Used,287449 km
167,/ikvMzv2RKJHDThwfKI2h4Mps,Toyota Corolla 1.8 LE 2008 Black,"₦ 3,543,750","Lagos State, Ikeja",Nigerian Used,111463 km
168,/pCp0Jucu2PtqpgwV9rYWLiyt,Toyota Yaris 2013 Black,"₦ 3,885,000","Lagos State, Ipaja",Nigerian Used,109718 km
169,/mCfHs60gLuyjm3c5kiLm0alp,Infiniti M 35 4WD 2007 White,"₦ 1,785,000","Lagos State, Ilupeju",Nigerian Used,103658 km
170,/7uGpNnjwUjUbOuIugh1MXy4u,Ford Focus 2003 Blue,"₦ 1,680,000","Lagos State, Ojodu",Nigerian Used,248812 km
171,/wDp1lzASjqfxDraaXrDFPO2R,Toyota Corolla 2010 White,"₦ 4,387,500","Lagos State, Ogba",Nigerian Used,185481 km
172,/13sk0vgMCyWxZvM4Sj1DXooM,Lexus RX 2002 Gray,"₦ 2,600,000","Oyo State, Ibadan",Nigerian Used,235488 km
